"acres"|"acquisitioncost"|"areaname"|"agency"
1139593.07|0|"Skokomish-Dosewallips"|"FEDERAL"
3134759.41|0|"Snohomish"|"FEDERAL"
1422268.47|0|"Soleduc"|"FEDERAL"
1357719.24|0|"Stillaguamish"|"FEDERAL"
475130.15|0|"Upper Chehalis"|"FEDERAL"
70629.23|0|"Upper Crab-Wilson"|"FEDERAL"
691497.48|0|"Upper Lake Roosevelt"|"FEDERAL"
3529737.03|0|"Upper Skagit"|"FEDERAL"
2388586.33|0|"Upper Yakima"|"FEDERAL"
672026.03|0|"Walla Walla"|"FEDERAL"
3271681.77|0|"Wenatchee"|"FEDERAL"
16412.85|0|"Willapa"|"FEDERAL"
1071582.67|0|"Wind-White Salmon"|"FEDERAL"
191045.49|17903698.35|"Alkali-Squilchuck"|"HABITAT AND PASSIVE RECREATION"
2142672.25|16030398.15|"Cedar-Sammamish"|"HABITAT AND PASSIVE RECREATION"
2114815.99|0|"Chambers-Clover"|"HABITAT AND PASSIVE RECREATION"
102101.44|770001|"Chelan"|"HABITAT AND PASSIVE RECREATION"
3558.34|99500|"Colville"|"HABITAT AND PASSIVE RECREATION"
182626.06|4998810.24|"Cowlitz"|"HABITAT AND PASSIVE RECREATION"
2115150.81|0|"Deschutes"|"HABITAT AND PASSIVE RECREATION"
2116884.34|5751464.28|"Duwamish-Green"|"HABITAT AND PASSIVE RECREATION"
2114579.76|3240721|"Elwha-Dungeness"|"HABITAT AND PASSIVE RECREATION"
72308.19|0|"Entiat"|"HABITAT AND PASSIVE RECREATION"
64739.15|1405270|"Esquatzel Coulee"|"HABITAT AND PASSIVE RECREATION"
69631.61|1519600|"Foster"|"HABITAT AND PASSIVE RECREATION"
12593.34|2550843.92|"Grand Coulee"|"HABITAT AND PASSIVE RECREATION"
168356.53|455000|"Grays/Elochoman"|"HABITAT AND PASSIVE RECREATION"
4565.92|0|"Hangman"|"HABITAT AND PASSIVE RECREATION"
2117854.44|27560115.71|"Island"|"HABITAT AND PASSIVE RECREATION"
2117017.02|7164841.15|"Kennedy-Goldsborough"|"HABITAT AND PASSIVE RECREATION"
5134.19|37000|"Kettle"|"HABITAT AND PASSIVE RECREATION"
2117132.97|14515326.99|"Kitsap"|"HABITAT AND PASSIVE RECREATION"
27915.86|965715.63|"Klickitat"|"HABITAT AND PASSIVE RECREATION"
170671.75|0|"Lewis"|"HABITAT AND PASSIVE RECREATION"
18897.90|10424324.04|"Little Spokane"|"HABITAT AND PASSIVE RECREATION"
2287343.00|2913453.98|"Lower Chehalis"|"HABITAT AND PASSIVE RECREATION"
98763.78|201160|"Lower Crab"|"HABITAT AND PASSIVE RECREATION"
2133931.89|24495251.34|"Lower Skagit / Samish"|"HABITAT AND PASSIVE RECREATION"
59816.94|0|"Lower Snake"|"HABITAT AND PASSIVE RECREATION"
9214.22|1925970.88|"Lower Spokane"|"HABITAT AND PASSIVE RECREATION"
72233.62|1783117.74|"Lower Yakima"|"HABITAT AND PASSIVE RECREATION"
2114104.10|1676310|"Lyre-Hoko"|"HABITAT AND PASSIVE RECREATION"
35857.81|37384554.24|"Methow"|"HABITAT AND PASSIVE RECREATION"
3877.55|0|"Middle Lake Roosevelt"|"HABITAT AND PASSIVE RECREATION"
133333.87|20213646|"Middle Snake"|"HABITAT AND PASSIVE RECREATION"
10584.76|759177.06|"Middle Spokane"|"HABITAT AND PASSIVE RECREATION"
67348.93|120000|"Moses Coulee"|"HABITAT AND PASSIVE RECREATION"
119673.53|20679747|"Naches"|"HABITAT AND PASSIVE RECREATION"
2117222.34|2278603.57|"Nisqually"|"HABITAT AND PASSIVE RECREATION"
2122603.56|8227606.7|"Nooksack"|"HABITAT AND PASSIVE RECREATION"
51947.60|22475923|"Okanogan"|"HABITAT AND PASSIVE RECREATION"
71184.81|332055|"Palouse"|"HABITAT AND PASSIVE RECREATION"
14081.51|1|"Pend Oreille"|"HABITAT AND PASSIVE RECREATION"
2116635.17|738343.61|"Puyallup-White"|"HABITAT AND PASSIVE RECREATION"
2115378.22|1557491.79|"Queets-Quinault"|"HABITAT AND PASSIVE RECREATION"
2118898.01|19201824.99|"Quilcene-Snow"|"HABITAT AND PASSIVE RECREATION"
80779.66|0|"Rock-Glade"|"HABITAT AND PASSIVE RECREATION"
174584.54|1578534|"Salmon-Washougal"|"HABITAT AND PASSIVE RECREATION"
2116664.12|7966186.81|"San Juan"|"HABITAT AND PASSIVE RECREATION"
87.42|0|"Sanpoil"|"HABITAT AND PASSIVE RECREATION"
2116788.34|657335.2|"Skokomish-Dosewallips"|"HABITAT AND PASSIVE RECREATION"
2123287.78|7143286.2|"Snohomish"|"HABITAT AND PASSIVE RECREATION"
2116501.15|5000|"Soleduc"|"HABITAT AND PASSIVE RECREATION"
2116806.93|318235|"Stillaguamish"|"HABITAT AND PASSIVE RECREATION"
2116358.15|3200250|"Upper Chehalis"|"HABITAT AND PASSIVE RECREATION"
21117.58|350000|"Upper Crab-Wilson"|"HABITAT AND PASSIVE RECREATION"
674.08|0|"Upper Lake Roosevelt"|"HABITAT AND PASSIVE RECREATION"
9346.56|196001|"Upper Skagit"|"HABITAT AND PASSIVE RECREATION"
255449.41|25607953.77|"Upper Yakima"|"HABITAT AND PASSIVE RECREATION"
61706.68|0|"Walla Walla"|"HABITAT AND PASSIVE RECREATION"
101770.14|2918816.07|"Wenatchee"|"HABITAT AND PASSIVE RECREATION"
180679.88|12770757.62|"Willapa"|"HABITAT AND PASSIVE RECREATION"
175233.73|80000|"Wind-White Salmon"|"HABITAT AND PASSIVE RECREATION"
1803.65|0|"Alkali-Squilchuck"|"OTHER PUBLIC"
370.97|25000|"Cedar-Sammamish"|"OTHER PUBLIC"
94.27|0|"Chambers-Clover"|"OTHER PUBLIC"
197.28|710650|"Chelan"|"OTHER PUBLIC"
131.51|0|"Colville"|"OTHER PUBLIC"
603.92|0|"Cowlitz"|"OTHER PUBLIC"
148.91|0|"Deschutes"|"OTHER PUBLIC"
3.33|0|"Duwamish-Green"|"OTHER PUBLIC"
10.20|0|"Elwha-Dungeness"|"OTHER PUBLIC"
7.14|0|"Esquatzel Coulee"|"OTHER PUBLIC"
80.35|0|"Grays/Elochoman"|"OTHER PUBLIC"
378.09|0|"Hangman"|"OTHER PUBLIC"
419.06|0|"Island"|"OTHER PUBLIC"
299.64|0|"Kennedy-Goldsborough"|"OTHER PUBLIC"
2.07|0|"Kitsap"|"OTHER PUBLIC"
959.33|0|"Klickitat"|"OTHER PUBLIC"
72.90|0|"Lewis"|"OTHER PUBLIC"
42.26|0|"Little Spokane"|"OTHER PUBLIC"
4.48|0|"Lower Chehalis"|"OTHER PUBLIC"
1785.76|0|"Lower Crab"|"OTHER PUBLIC"
14.49|2500|"Lower Skagit / Samish"|"OTHER PUBLIC"
164.57|0|"Lower Yakima"|"OTHER PUBLIC"
2.00|0|"Lyre-Hoko"|"OTHER PUBLIC"
0.22|0|"Methow"|"OTHER PUBLIC"
14.57|0|"Middle Snake"|"OTHER PUBLIC"
5.01|876000|"Middle Spokane"|"OTHER PUBLIC"
17.23|0|"Naches"|"OTHER PUBLIC"
127.53|0|"Nisqually"|"OTHER PUBLIC"
21.88|0|"Nooksack"|"OTHER PUBLIC"
23.92|7289|"Okanogan"|"OTHER PUBLIC"
1695.75|0|"Palouse"|"OTHER PUBLIC"
40.56|0|"Pend Oreille"|"OTHER PUBLIC"
39.31|447600|"Puyallup-White"|"OTHER PUBLIC"
2.51|0|"Quilcene-Snow"|"OTHER PUBLIC"
50.72|0|"Salmon-Washougal"|"OTHER PUBLIC"
12.52|0|"San Juan"|"OTHER PUBLIC"
69.44|0|"Skokomish-Dosewallips"|"OTHER PUBLIC"
21.52|0|"Snohomish"|"OTHER PUBLIC"
467.34|2801000|"Soleduc"|"OTHER PUBLIC"
2.60|0|"Stillaguamish"|"OTHER PUBLIC"
621.12|0|"Upper Chehalis"|"OTHER PUBLIC"
0.57|0|"Upper Lake Roosevelt"|"OTHER PUBLIC"
0.20|0|"Upper Skagit"|"OTHER PUBLIC"
544.49|0|"Upper Yakima"|"OTHER PUBLIC"
66.05|0|"Willapa"|"OTHER PUBLIC"
8.94|0|"Wind-White Salmon"|"OTHER PUBLIC"
8228.15|296110.14|"Alkali-Squilchuck"|"PARKS"
2937.23|16742248.15|"Cedar-Sammamish"|"PARKS"
538.67|788851.57|"Chelan"|"PARKS"
155.17|99500|"Colville"|"PARKS"
1494.05|5679923.44|"Cowlitz"|"PARKS"
126.98|100550|"Deschutes"|"PARKS"
2223.61|8628025.43|"Duwamish-Green"|"PARKS"
3044.44|37593|"Esquatzel Coulee"|"PARKS"
415.58|13509.41|"Foster"|"PARKS"
6020.50|2679960.92|"Grand Coulee"|"PARKS"
2484.35|1620|"Hangman"|"PARKS"
5086.57|38306261.47|"Island"|"PARKS"
1071.98|11666286.69|"Kennedy-Goldsborough"|"PARKS"
45.90|11001|"Kettle"|"PARKS"
1837.21|11440913.39|"Kitsap"|"PARKS"
5053.57|1014335.63|"Klickitat"|"PARKS"
292.97|432625.73|"Lewis"|"PARKS"
14399.11|1710896.45|"Little Spokane"|"PARKS"
1124.49|1332085.56|"Lower Chehalis"|"PARKS"
1917.56|0|"Lower Crab"|"PARKS"
3042.86|23317521.08|"Lower Skagit / Samish"|"PARKS"
2188.69|4323|"Lower Snake"|"PARKS"
7169.75|1673864.63|"Lower Spokane"|"PARKS"
602.07|128018.62|"Lower Yakima"|"PARKS"
964.68|3978810|"Lyre-Hoko"|"PARKS"
1314.87|12789400.74|"Methow"|"PARKS"
832.24|1481396|"Middle Snake"|"PARKS"
9579.39|841059.56|"Middle Spokane"|"PARKS"
1606.02|6708905.57|"Nisqually"|"PARKS"
3107.74|10330797.7|"Nooksack"|"PARKS"
44.61|148843.5|"Okanogan"|"PARKS"
3908.23|68147|"Palouse"|"PARKS"
197.61|20001|"Pend Oreille"|"PARKS"
1033.03|2001183.61|"Puyallup-White"|"PARKS"
741.69|2014990.56|"Queets-Quinault"|"PARKS"
5346.09|19329058.34|"Quilcene-Snow"|"PARKS"
5632.21|4684757.38|"Salmon-Washougal"|"PARKS"
6459.96|9191984.1|"San Juan"|"PARKS"
744.26|2582704.53|"Skokomish-Dosewallips"|"PARKS"
7931.75|26961164.08|"Snohomish"|"PARKS"
585.48|2998254.68|"Soleduc"|"PARKS"
1903.02|298235|"Stillaguamish"|"PARKS"
1897.78|2933251.71|"Upper Chehalis"|"PARKS"
769.89|10656500|"Upper Skagit"|"PARKS"
2852.37|4246937.24|"Upper Yakima"|"PARKS"
36.43|2|"Walla Walla"|"PARKS"
482.37|1477423.55|"Wenatchee"|"PARKS"
4744.28|15700812.48|"Willapa"|"PARKS"
122652.96|56555000|"Alkali-Squilchuck"|"REVENUE"
49478.37|45845000|"Cedar-Sammamish"|"REVENUE"
13.64|0|"Chambers-Clover"|"REVENUE"
6414.88|0|"Chelan"|"REVENUE"
84528.76|5320170|"Colville"|"REVENUE"
79597.14|41947000|"Cowlitz"|"REVENUE"
93478.90|300000|"Deschutes"|"REVENUE"
54644.14|53845000|"Duwamish-Green"|"REVENUE"
55452.70|22418921|"Elwha-Dungeness"|"REVENUE"
7524.75|0|"Entiat"|"REVENUE"
34622.18|11446300|"Esquatzel Coulee"|"REVENUE"
60214.01|0|"Foster"|"REVENUE"
66745.23|0|"Grand Coulee"|"REVENUE"
61191.85|0|"Grays/Elochoman"|"REVENUE"
3226.72|30000|"Hangman"|"REVENUE"
334.34|0|"Island"|"REVENUE"
103553.07|35307000|"Kennedy-Goldsborough"|"REVENUE"
54592.20|4622170|"Kettle"|"REVENUE"
36998.28|2610000|"Kitsap"|"REVENUE"
103070.87|14452000|"Klickitat"|"REVENUE"
151339.57|1412500|"Lewis"|"REVENUE"
17052.37|346000|"Little Spokane"|"REVENUE"
124686.38|35738100|"Lower Chehalis"|"REVENUE"
54510.28|0|"Lower Crab"|"REVENUE"
9837.62|0|"Lower Lake Roosevelt"|"REVENUE"
117450.97|47890900|"Lower Skagit / Samish"|"REVENUE"
23517.34|14205972|"Lower Snake"|"REVENUE"
32990.75|484100|"Lower Spokane"|"REVENUE"
175078.25|74720000|"Lower Yakima"|"REVENUE"
73329.99|21575000|"Lyre-Hoko"|"REVENUE"
89042.09|0|"Methow"|"REVENUE"
28784.88|0|"Middle Lake Roosevelt"|"REVENUE"
38318.80|1313250|"Middle Snake"|"REVENUE"
8897.90|0|"Middle Spokane"|"REVENUE"
58844.80|0|"Moses Coulee"|"REVENUE"
150834.76|84511504|"Naches"|"REVENUE"
57857.19|0|"Nisqually"|"REVENUE"
122293.33|835000|"Nooksack"|"REVENUE"
259189.12|18586978|"Okanogan"|"REVENUE"
72737.71|8970470|"Palouse"|"REVENUE"
44111.29|0|"Pend Oreille"|"REVENUE"
33434.35|27055000|"Puyallup-White"|"REVENUE"
149359.58|18101750|"Queets-Quinault"|"REVENUE"
42422.82|24377300|"Quilcene-Snow"|"REVENUE"
61076.91|17811587.62|"Rock-Glade"|"REVENUE"
87646.93|0|"Salmon-Washougal"|"REVENUE"
1020.81|0|"San Juan"|"REVENUE"
16307.67|0|"Sanpoil"|"REVENUE"
38513.03|18558000|"Skokomish-Dosewallips"|"REVENUE"
121304.81|53310000|"Snohomish"|"REVENUE"
236985.54|21510000|"Soleduc"|"REVENUE"
152023.03|22842439|"Stillaguamish"|"REVENUE"
200864.33|40791000|"Upper Chehalis"|"REVENUE"
40168.78|2558100|"Upper Crab-Wilson"|"REVENUE"
49888.76|4622170|"Upper Lake Roosevelt"|"REVENUE"
72424.00|12291900|"Upper Skagit"|"REVENUE"
261568.42|186423978|"Upper Yakima"|"REVENUE"
14441.14|0|"Walla Walla"|"REVENUE"
8138.00|0|"Wenatchee"|"REVENUE"
131605.42|38005000|"Willapa"|"REVENUE"
121934.47|2918000|"Wind-White Salmon"|"REVENUE"
316359.90|74460950.14|"Alkali-Squilchuck"|"STATE"
2196646.03|65734248.15|"Cedar-Sammamish"|"STATE"
2114923.90|0|"Chambers-Clover"|"STATE"
108845.90|1488851.57|"Chelan"|"STATE"
88508.08|5639670|"Colville"|"STATE"
262959.78|47626923.44|"Cowlitz"|"STATE"
2209936.25|6054550|"Deschutes"|"STATE"
2174485.56|100213025.43|"Duwamish-Green"|"STATE"
2170220.07|25714221|"Elwha-Dungeness"|"STATE"
81800.81|0|"Entiat"|"STATE"
101796.72|12885893|"Esquatzel Coulee"|"STATE"
130261.20|1533109.41|"Foster"|"STATE"
81689.10|2679960.92|"Grand Coulee"|"STATE"
231018.32|1146000|"Grays/Elochoman"|"STATE"
8738.70|31620|"Hangman"|"STATE"
2119639.52|40383336.47|"Island"|"STATE"
2222400.54|51463086.69|"Kennedy-Goldsborough"|"STATE"
59772.29|4670171|"Kettle"|"STATE"
2161412.98|38677563.39|"Kitsap"|"STATE"
142977.68|17846309.63|"Klickitat"|"STATE"
322730.95|1845125.73|"Lewis"|"STATE"
38993.91|11156896.45|"Little Spokane"|"STATE"
2421464.32|44032211.56|"Lower Chehalis"|"STATE"
156238.74|201160|"Lower Crab"|"STATE"
9837.62|0|"Lower Lake Roosevelt"|"STATE"
2258494.21|79147071.08|"Lower Skagit / Samish"|"STATE"
85522.97|14210295|"Lower Snake"|"STATE"
43259.17|2507964.63|"Lower Spokane"|"STATE"
248855.74|76562068.62|"Lower Yakima"|"STATE"
2188505.31|25553810|"Lyre-Hoko"|"STATE"
136160.41|41761245.74|"Methow"|"STATE"
32662.43|0|"Middle Lake Roosevelt"|"STATE"
172761.13|23008292|"Middle Snake"|"STATE"
22897.75|1717059.56|"Middle Spokane"|"STATE"
126741.99|130000|"Moses Coulee"|"STATE"
270547.64|105191251|"Naches"|"STATE"
2176957.08|13787905.57|"Nisqually"|"STATE"
2248292.44|12534919.7|"Nooksack"|"STATE"
339843.93|41174733.5|"Okanogan"|"STATE"
146582.71|9304817|"Palouse"|"STATE"
58391.33|20001|"Pend Oreille"|"STATE"
2150391.29|29503783.61|"Puyallup-White"|"STATE"
2267953.18|20116740.56|"Queets-Quinault"|"STATE"
2165094.42|63246358.34|"Quilcene-Snow"|"STATE"
142678.85|17811587.62|"Rock-Glade"|"STATE"
267755.51|17183757.38|"Salmon-Washougal"|"STATE"
2121640.65|9191984.1|"San Juan"|"STATE"
16448.08|0|"Sanpoil"|"STATE"
2156783.61|26619704.53|"Skokomish-Dosewallips"|"STATE"
2307511.00|155074664.08|"Snohomish"|"STATE"
2354288.15|24508254.68|"Soleduc"|"STATE"
2288524.63|23160674|"Stillaguamish"|"STATE"
2320573.85|48823751.71|"Upper Chehalis"|"STATE"
61408.58|2908100|"Upper Crab-Wilson"|"STATE"
50563.41|4622170|"Upper Lake Roosevelt"|"STATE"
108901.52|29958400|"Upper Skagit"|"STATE"
519464.40|216050942.24|"Upper Yakima"|"STATE"
76398.12|2|"Walla Walla"|"STATE"
112135.69|5291423.55|"Wenatchee"|"STATE"
322363.66|59199422.48|"Willapa"|"STATE"
304271.03|20464500|"Wind-White Salmon"|"STATE"
1632531.66|74460950.14|"Alkali-Squilchuck"|"UNKNOWN"
1504906.84|65734248.15|"Cedar-Sammamish"|"UNKNOWN"
98292.36|0|"Chambers-Clover"|"UNKNOWN"
4056358.57|1488851.57|"Chelan"|"UNKNOWN"
362279.11|5639670|"Colville"|"UNKNOWN"
2716654.38|47626923.44|"Cowlitz"|"UNKNOWN"
667119.47|6054550|"Deschutes"|"UNKNOWN"
1448977.10|100213025.43|"Duwamish-Green"|"UNKNOWN"
1398271.58|25521300|"Elwha-Dungeness"|"UNKNOWN"
1579658.30|0|"Entiat"|"UNKNOWN"
237358.07|12885893|"Esquatzel Coulee"|"UNKNOWN"
82125.91|1533109.41|"Foster"|"UNKNOWN"
137675.36|2679960.92|"Grand Coulee"|"UNKNOWN"
68428.22|1146000|"Grays/Elochoman"|"UNKNOWN"
18919.79|31620|"Hangman"|"UNKNOWN"
17991.35|40341261.47|"Island"|"UNKNOWN"
112035.31|51463086.69|"Kennedy-Goldsborough"|"UNKNOWN"
837290.33|4670171|"Kettle"|"UNKNOWN"
75741.56|36874563.39|"Kitsap"|"UNKNOWN"
1260141.23|17846309.63|"Klickitat"|"UNKNOWN"
1280736.86|1845125.73|"Lewis"|"UNKNOWN"
68495.90|11156896.45|"Little Spokane"|"UNKNOWN"
975589.54|43523211.56|"Lower Chehalis"|"UNKNOWN"
239170.71|201160|"Lower Crab"|"UNKNOWN"
19032.75|0|"Lower Lake Roosevelt"|"UNKNOWN"
378352.49|79031121.08|"Lower Skagit / Samish"|"UNKNOWN"
54399.21|14210295|"Lower Snake"|"UNKNOWN"
58658.04|2507964.63|"Lower Spokane"|"UNKNOWN"
828122.41|76562068.62|"Lower Yakima"|"UNKNOWN"
890997.95|25553810|"Lyre-Hoko"|"UNKNOWN"
3159237.33|41761245.74|"Methow"|"UNKNOWN"
563352.28|0|"Middle Lake Roosevelt"|"UNKNOWN"
785620.73|23008292|"Middle Snake"|"UNKNOWN"
31009.88|1717059.56|"Middle Spokane"|"UNKNOWN"
129751.56|130000|"Moses Coulee"|"UNKNOWN"
3439278.54|105191251|"Naches"|"UNKNOWN"
9.92|0|"Nespelem"|"UNKNOWN"
2394116.58|13787905.57|"Nisqually"|"UNKNOWN"
1717636.99|12534919.7|"Nooksack"|"UNKNOWN"
909361.92|41174733.5|"Okanogan"|"UNKNOWN"
132981.77|9304817|"Palouse"|"UNKNOWN"
873746.13|20001|"Pend Oreille"|"UNKNOWN"
1381648.48|29503783.61|"Puyallup-White"|"UNKNOWN"
1275773.00|20116740.56|"Queets-Quinault"|"UNKNOWN"
836620.92|63246358.34|"Quilcene-Snow"|"UNKNOWN"
111020.68|17811587.62|"Rock-Glade"|"UNKNOWN"
1172829.95|17183757.38|"Salmon-Washougal"|"UNKNOWN"
15540.17|9191984.1|"San Juan"|"UNKNOWN"
777217.27|0|"Sanpoil"|"UNKNOWN"
1186339.71|26619704.53|"Skokomish-Dosewallips"|"UNKNOWN"
3380304.13|155074664.08|"Snohomish"|"UNKNOWN"
1660621.22|24508254.68|"Soleduc"|"UNKNOWN"
1541061.79|23160674|"Stillaguamish"|"UNKNOWN"
688318.96|48823751.71|"Upper Chehalis"|"UNKNOWN"
132621.08|2908100|"Upper Crab-Wilson"|"UNKNOWN"
741637.34|4622170|"Upper Lake Roosevelt"|"UNKNOWN"
3641846.83|29958400|"Upper Skagit"|"UNKNOWN"
2843987.07|216050942.24|"Upper Yakima"|"UNKNOWN"
699674.55|2|"Walla Walla"|"UNKNOWN"
3323684.62|5291423.55|"Wenatchee"|"UNKNOWN"
172953.68|59199422.48|"Willapa"|"UNKNOWN"
1202083.94|20464500|"Wind-White Salmon"|"UNKNOWN"
