"acres"|"acquisitioncost"|"areaname"|"agency"
166442.54|50725900|"Skagit"|"REVENUE"
151661.85|0|"Skamania"|"REVENUE"
199801.74|48456439|"Snohomish"|"REVENUE"
26413.21|225000|"Spokane"|"REVENUE"
164038.28|5955270|"Stevens"|"REVENUE"
113531.74|35777000|"Thurston"|"REVENUE"
61264.34|0|"Wahkiakum"|"REVENUE"
19247.27|0|"Walla Walla"|"REVENUE"
101201.09|100000|"Whatcom"|"REVENUE"
40024.36|8926170|"Whitman"|"REVENUE"
263939.72|91260478|"Yakima"|"REVENUE"
123144.7|1078640|"Adams"|"STATE"
88929.44|32131928|"Asotin"|"STATE"
132147.48|19726587.62|"Benton"|"STATE"
191959|8883445.12|"Chelan"|"STATE"
2307472.25|54751880.92|"Clallam"|"STATE"
251320.32|7835071.89|"Clark"|"STATE"
92675.7300000001|2147002|"Columbia"|"STATE"
321778|565500|"Cowlitz"|"STATE"
186829.79|1947443.27|"Douglas"|"STATE"
40070.9|4633171|"Ferry"|"STATE"
102570.7|19035759.5|"Franklin"|"STATE"
29878.9|2440000|"Garfield"|"STATE"
216389.57|23460622.32|"Grant"|"STATE"
2446404.17999999|51501541.75|"Grays Harbor"|"STATE"
2124510.51|74317061.97|"Island"|"STATE"
2394787.29999999|74635644.89|"Jefferson"|"STATE"
2300602.96|245870950.15|"King"|"STATE"
2137020.89|33880004.6|"Kitsap"|"STATE"
627132.140000001|266648193.5|"Kittitas"|"STATE"
182494.96|23321883.63|"Klickitat"|"STATE"
2304535.96|62733548.12|"Lewis"|"STATE"
74920.88|2908225|"Lincoln"|"STATE"
2193496.22|58497622.24|"Mason"|"STATE"
497913.72|147153852.67|"Okanogan"|"STATE"
2420573.72|70419685.87|"Pacific"|"STATE"
69397.42|9120001|"Pend Oreille"|"STATE"
2200290.78|39577187.83|"Pierce"|"STATE"
2126117.4|11110181.39|"San Juan"|"STATE"
2316911.8|101002943.4|"Skagit"|"STATE"
351363.32|27326753.26|"Skamania"|"STATE"
2375660.26|96805165.08|"Snohomish"|"STATE"
73342.19|5067383.19|"Spokane"|"STATE"
171483.06|7781122.63|"Stevens"|"STATE"
2239997|60663208|"Thurston"|"STATE"
231164.63|1146000|"Wahkiakum"|"STATE"
79278.08|0|"Walla Walla"|"STATE"
2238235.67|23203213.4|"Whatcom"|"STATE"
117820.51|9059088.5|"Whitman"|"STATE"
482808.38|130564613.56|"Yakima"|"STATE"
