"acres"|"acquisitioncost"|"areaname"|"agency"
2113805.83|0|"21"|"STATE"
2116114.95|5750550|"22"|"STATE"
2115010.86|88352|"23"|"STATE"
2634019.01|117624393.91|"24"|"STATE"
454.24|0|"25"|"STATE"
2120314.15|10701380.16|"26"|"STATE"
2114198.42|610020|"27"|"STATE"
2118812.39|0|"28"|"STATE"
197.67|0|"29"|"STATE"
4735.72|72346.75|"3"|"STATE"
2114161.46|310|"30"|"STATE"
50618.08|69210005.81|"31"|"STATE"
2113858.01|0|"32"|"STATE"
2114446.02|8046772|"33"|"STATE"
2113762.37|13000|"34"|"STATE"
2307060.42|109103246.12|"35"|"STATE"
2114571.98|0|"36"|"STATE"
2134326.88|0|"37"|"STATE"
2114071.27|12900000|"38"|"STATE"
2459114.38|158993126.08|"39"|"STATE"
26502.70|1717984.56|"4"|"STATE"
2158914.07|27598797.61|"40"|"STATE"
25653.43|3426236|"41"|"STATE"
2209635.68|1884626|"42"|"STATE"
2134705.21|0|"43"|"STATE"
2116720.20|3230000|"44"|"STATE"
2139408.44|0|"45"|"STATE"
20839.32|0|"46"|"STATE"
1615.19|275000|"47"|"STATE"
25582.66|5203928.15|"48"|"STATE"
169950.27|500000|"49"|"STATE"
2216710.08|105582733.23|"5"|"STATE"
13709.16|175122|"6"|"STATE"
578823.59|56219604.88|"7"|"STATE"
70286.35|0|"8"|"STATE"
299750.14|50562401|"9"|"STATE"
3757.41|0|"1"|"UNKNOWN"
314063.34|61278451.74|"10"|"UNKNOWN"
2949.12|0|"11"|"UNKNOWN"
6152944.08|53694206.79|"12"|"UNKNOWN"
3468436.51|240903960.03|"13"|"UNKNOWN"
3272053.94|144332072.12|"14"|"UNKNOWN"
391372.83|572268.62|"15"|"UNKNOWN"
908940.57|21333592.62|"16"|"UNKNOWN"
2318.13|1488000|"17"|"UNKNOWN"
952463.46|5990071.89|"18"|"UNKNOWN"
342966.19|69194759.32|"19"|"UNKNOWN"
1017340.52|8378905.57|"2"|"UNKNOWN"
3025209.91|64445924.15|"20"|"UNKNOWN"
3956.96|0|"21"|"UNKNOWN"
9928.73|5750550|"22"|"UNKNOWN"
12031.62|68352|"23"|"UNKNOWN"
2096545.22|117431472.91|"24"|"UNKNOWN"
2858.60|0|"25"|"UNKNOWN"
18620.69|9791380.16|"26"|"UNKNOWN"
4815.39|610020|"27"|"UNKNOWN"
99690.06|0|"28"|"UNKNOWN"
6306.76|0|"29"|"UNKNOWN"
4818.30|72346.75|"3"|"UNKNOWN"
2199.62|310|"30"|"UNKNOWN"
2282736.12|69210005.81|"31"|"UNKNOWN"
2093.68|0|"32"|"UNKNOWN"
5930.72|8046772|"33"|"UNKNOWN"
2688.61|0|"34"|"UNKNOWN"
1293144.44|108243246.12|"35"|"UNKNOWN"
1987.09|0|"36"|"UNKNOWN"
1619.84|0|"37"|"UNKNOWN"
9489.00|12900000|"38"|"UNKNOWN"
5311511.13|158993126.08|"39"|"UNKNOWN"
31119.46|1717984.56|"4"|"UNKNOWN"
56766.68|27482847.61|"40"|"UNKNOWN"
4554.17|3426236|"41"|"UNKNOWN"
2902267.83|1884626|"42"|"UNKNOWN"
871.09|0|"43"|"UNKNOWN"
6497.46|3230000|"44"|"UNKNOWN"
4197.41|0|"45"|"UNKNOWN"
1529.59|0|"46"|"UNKNOWN"
5507.58|275000|"47"|"UNKNOWN"
2668.10|5203928.15|"48"|"UNKNOWN"
8902.57|500000|"49"|"UNKNOWN"
1589324.39|105582733.23|"5"|"UNKNOWN"
28936.26|175122|"6"|"UNKNOWN"
3598336.64|56219604.88|"7"|"UNKNOWN"
327028.05|0|"8"|"UNKNOWN"
1109888.88|50562401|"9"|"UNKNOWN"
